id,quote,character,train
424,"Yeah. I thought I found a lump. I checked the, uh… I check the jewels every month. This time… You know, it’s a little different. It was fine. It was fine. But freaky, man, you know. Testicular cancer, God. Cancer, whoa testicles. So… What’s, um… What you eating?",Michael,True
425,"No problem. The guys are having a little shindig of their own in the warehouse. From 2:30 to 3:15. It is the only time that Bob was available. Sort of a guy’s night out. A G-N-O if you will. A Gah-No. Actually, it’s more of a guy’s afternoon in. A G-A-I. A gay. Not- not- it’s uh, not gay, it’s just a, it’s a bridal shower for guys. A guy shower. An hour long shower with guys.",Michael,True
426,Okay.,Jim,True
427,Oh he’s not that nice.,Dwight,True
428,Mm-mm. Todd Packer.,Michael,True
429,"Oh-ho, I am in.",Jim,True
430,Looks like a red wire.,Jim,True
431,"Michael, you were expecting me, right?",Pam,True
432,"No, no. I celebrate privately.",Michael,True
433,"No, it was before I knew you so, its fine.",Jim,True
434,"I think I’m a role model here. I think I garner people’s respect. Attention all Dunder Mifflin employees, please. We have a meeting in the conference room, ASAP.",Michael,True
435,"My boss, his insensitivity might border on cruel. This is a man who does not listen to the needs his underlings.",Dwight,True
436,That is not– okay– that is day-to-day.,Michael,True
437,"Well, this is it.",Dwight,True
438,"Well I thought that, I figured you should hear it from me rather than, I mean you know Michael.",Jim,True
439,"Andy, you gotta check this out. He just showed me—.",Jim,True
440,Justin Timberlake?,Jim,True
441,Ahhhhhhh!!!! Ahh! Ahh! Ahh!,Dwight,True
442,"Ed Truck died. And it blows. They say that with grief, time makes it worse, which is bad for me because I found out before anybody so I’ve had more time to be sad.",Michael,True
443,Well then… hey you know what then let’s just talk.,Michael,True
444,"What am I gonna do? I’ll tell ya what I’m gonna do. I gonna do a little bit of this, a little bit of that. I gonna stay up all day. Gonna sleep it up all night. I’m gonna give it a OHH! HEY! HO! And I’m going to stop worrying about calories.",Michael,True
445,"Yes, what else?",Michael,True
446,There’s no way you’re laughing at this.,Dwight,True
447,"Sure, sounds good. So why are you here? Is Josh busy?",Michael,True
448,"Well, apparently, Michael Scott is on a date. And that, that my friend, changes everything.",Michael,True
449,I was making fun of your comeback! That’s why it worked. Totally got the best of that interchange.,Dwight,True
450,Um… Are you…,Pam,True
451,Will you stop?,Jim,True
452,"Just, write it down, please.",Dwight,True
453,What?!,Pam,True
454,"I forgot what a super, nice girl Katy is. And just… good for Jim! They are so cute together. And, um, what an adorable car.",Pam,True
455,"Not important. Okay, alright. Yes. Yes, you have a job. Frankly, you have a job because Ryan and Pam are starting with us as salesmen.",Michael,True
456,"No thank you, I never let anyone walk behind me. Seven out of ten attacks are from the rear.",Dwight,True
457,Hello.,Dwight,True
458,...,Jim,True
459,Really?,Jim,True
460,Okay.,Pam,True
461,Post-it Notes.,Michael,True
462,"Whoa. Hypertoxide has a mild hallucigenic effect, but I don’t think it’s kicked in yet. I’m gonna count down from ten. Nine, yellow, cold, sad, purple.",Dwight,True
463,"Hey, Michael. I just scheduled lunch with a client so I might be back a little late.",Jim,True
464,"Nice try, this is ridiculous.",Jim,True
465,Is that all you have on her?,Michael,True
466,No.,Pam,True
467,"Do you have, do you have anything in, like, black?",Michael,True
468,"I know. I don’t wanna get ahead of myself, but I think I want her to meet my mom.",Michael,True
469,"OK, first of all, they’ve mostly worked, so-",Jim,True
470,"Oh, Roy.",Jim,True
471,"I think it has a… Yeah, it has a deck. They call it a porch, but it has a deck.",Michael,True
472,This place is so cursed.,Michael,True
473,"Okay, you know what?",Jim,True
474,Michael is awesome! Jumpin’ off the roof!,Dwight,True
475,How do you mean?,Michael,True
476,Yeah.,Pam,True
477,"Yesterday I was scraping some gunk off my wall sockets with a metal fork and I gave myself the nastiest shock. And when I came to, I had an epiphery. Life is precious. And if I die I want my son to know the dealio. The dealio of life.",Michael,True
478,"Oh, wow look at those. How nice for you. Up there, front and center, beautiful. I think they would look better right here. They’re very pretty and I wouldn’t want them to fall.",Michael,True
479,Which is higher? Assistant Regional Manager or Regional Director in Charge of Sales?,Dwight,True
480,Oh… Narcolepsy.,Dwight,True
481,Hello! They took away my parking space but they can’t take away my pride!,Michael,True
482,"That’s it? You’re going to end with “etcetera”? Okay, what’s this big organizational system that…",Michael,True
483,I’m so sorry.,Pam,True
484,If I were you…,Dwight,True
485,"…Yes, I am. That was it. How did you know that?",Michael,True
486,Is the cool new guy Charles?,Michael,True
487,"Oh, John Belushi. What a crazy guy. Phew, freaked myself out this morning.",Michael,True
488,Oscar.,Dwight,True
489,"Oh, actually she can.",Pam,True
490,"Oscar, are you Santaria?",Michael,True
491,"Where is the clitoris? On a website, it said at the crest of the labia. What does that mean? What does the female vagina look like?",Dwight,True
492,She’s listening to 50 Shades of Grey.,Pam,True
493,Exactly. You can do this.,Jim,True
494,You most certainly did not.,Dwight,True
495,"Ok, what is going on here?",Dwight,True
496,Seagull.,Dwight,True
497,"And next time, why don’t you pick a co-host, that doesn’t have microphone-a-phobia!",Dwight,True
498,Let’s get our juice on.,Pam,True
499,What?,Michael,True
500,The other volunteers.,Jim,True
501,Mm-hmm.,Michael,True
502,I’m full.,Pam,True
503,There’s the charm.,Jim,True
504,"Yeah, but it’s not brain cancer. And it shouldn’t stop us from having fun. You know what they say the best medicine is.",Michael,True
505,Yep.,Michael,True
506,"So Stanley, how big is the bug up your butt today?",Michael,True
507,Talk to me.,Jim,True
508,"Well, let’s just say whoever was ahead won.",Michael,True
509,"Michael, nice tie or something.",Dwight,True
510,"Jan, listen, I promise that I will kick it up a notch. Bam!",Michael,True
511,"Y’know what, I’m the only one here who you haven’t asked about the new office.",Dwight,True
512,Why just Michael?,Dwight,True
513,I can’t tell if she’s getting anything. It just doesn’t really feel right.,Pam,True
514,"Which is, of course…",Dwight,True
515,You know where it is. Lead me there.,Dwight,True
516,"No, we know. Texas!",Michael,True
517,How so?,Jim,True
518,"Oh, wow! Oh my God, I have a great idea. You know what you should do to be hilarious? Wear your wedding dress. It would be a great icebreaker.",Michael,True
519,Total nightmare.,Jim,True
520,Anything else? Flint…,Dwight,True
521,Has she been on the phone the whole time?,Pam,True
522,"Oh, no. No. No. No. No.",Dwight,True
523,"I can’t. She’s too strong. She’s, careful, though. You don’t want to break it.",Jim,True
524,"I got us tickets to Sandals, Jamaica, We leave day after tomorrow. . You better find the skimpiest bikini there is.",Michael,True
525,Could you please keep it down? I’m in session. I’ve determined that this committee is valid.,Jim,True
526,Beow!,Michael,True
527,"What? What, what, what, what, what?",Jim,True
528,Finger Lakes guy is good. Darryl is also very good.,Jim,True
529,"Impossible. Roulette is not a game of skill, it is a game of chance.",Dwight,True
530,What’s that cooler?,Jim,True
531,I accidentally ran over it. It’s a Christmas miracle!,Dwight,True
532,"I’m gonna to miss Toby. He has a nice, calming presence in the office.",Pam,True
533,Hey! I…,Jim,True
534,I’m… what? I didn’t,Michael,True
535,I would like to arrange a truce.,Dwight,True
536,Damnit Kelly! It knows! It knows what you did!,Dwight,True
537,What do you guys think?,Michael,True
538,Phyllis.,Dwight,True
539,"I’ll put you down for Irrigation. Well then, do you have any special needs or diertary restrictions?",Dwight,True
540,We gotta see what he’s got.,Dwight,True
541,"Alright guys, it’s a work day and you guys work here, so let’s go do some work.",Jim,True
542,"Hey, alright.",Jim,True
543,Okay.,Michael,True
544,Michael.,Dwight,True
545,Nope. Told it. Not as good as you think. Pick another one.,Michael,True
546,Of course you will.,Pam,True
547,You get me.,Michael,True
548,Next suggestion.,Dwight,True
549,"Oh my God, Karen, you’re right, that is Animal from the Muppet Babies.",Jim,True
550,How was Jamaica?,Pam,True
551,"Look, I can breathe just fine. OK, but if it makes you feel better, I’ll poke holes in the box.",Dwight,True
552,"Obviously you can go the ass tattoo route and obviously, I’m gonna like it.",Dwight,True
553,"Well just don’t leave it on too long. Keep massaging please. Ah yeah, that’s nice.",Michael,True
554,Hmm… Five.,Jim,True
555,"You came up to my desk, and said, this might sound weird, and there’s no reason for me to know this, but that mixed berry yogurt you’re about to eat has expired.",Pam,True
556,Oh.,Jim,True
557,I’m gonna go to my desk.,Jim,True
558,"Oh, yeah. You really shouldn’t litter.",Pam,True
559,"Hey, monkey, how you doing?",Dwight,True
560,"Oh, as fire marshal I would have to.",Dwight,True
561,When are we going to get to see some of those famous Beesly dance moves?,Jim,True
562,...,Michael,True
563,"Okay. Okay, sold! Have fun, you guys. Well, this next item is sure to spring steam from your ears if you don’t win it. It just says “Creed.”",Michael,True
564,I am just following the website.,Pam,True
565,Ohhh.,Pam,True
566,"Yeah, but there’s other, better people out there who are helping.",Pam,True
567,"I took a vacation once. Never again. While I was away, Jim had my desk shipped to me in Roswell.",Dwight,True
568,At all!,Michael,True
569,Are you making a–,Michael,True
570,Fine. Good.,Dwight,True
571,Hey.,Dwight,True
572,"Ahh! I’m sorry, I didn’t, I didn’t see you come in.",Pam,True
573,Now this gentleman right here is the key to our urban vibe.,Michael,True
574,What does Josh McAuliffe know about the paper business? He works for a news…thing.,Dwight,True
575,Personal conversation. Seventeen seconds.,Jim,True
576,"Oh, well, I’m glad that some time is a busy time because whenever I’m down here it doesn’t seem too busy to me. Oh, oh. You can dish it out, but you can’t take it. OK, fine, have it your way.",Michael,True
577,"Uh, that’s what she said. See, haven’t lost my sense of humor. No, no need, it was a non-stick grill.",Michael,True
578,Just stop it. You haven’t done anything helpful all day.,Michael,True
579,"Well, yeah, yes. But I still feel sorry. You know what, I wouldn’t worry about Angela. She doesn’t hold a candle to you, Erin. She’s old enough to be your mom for one thing. And she’s, like, three feet tall. And she wears pioneer women clothing. And I don’t think she’s ever pooped in her life. And Andy, you know, come on. Andy, his butt looks big in those khakis.",Michael,True
